,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Côte d'Ivoire,Groundwater produced internally (10^9 m3/year),37.84,37.84,37.84,37.84,37.84,37.84,37.84,37.84,37.84,37.84,37.84,37.84
Côte d'Ivoire,Total internal renewable water resources per capita (m3/inhab/year),20545.0,16737.0,13368.0,10618.0,8536.0,7024.0,5889.0,5024.0,4471.0,4074.0,3641.0,3385.0
Côte d'Ivoire,Surface water: entering the country (total) (10^9 m3/year),4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
Côte d'Ivoire,Surface water: leaving the country to other countries (total) (10^9 m3/year),13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2
Côte d'Ivoire,Water resources: total external renewable (10^9 m3/year),7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Côte d'Ivoire,Dependency ratio (%),8676,8676,8676,8676,8676,8676,8676,8676,8676,8676,8676,8676
Côte d'Ivoire,Total renewable water resources per capita (m3/inhab/year),22497.0,18327.0,14638.0,11626.0,9347.0,7691.0,6449.0,5501.0,4896.0,4461.0,3987.0,3706.0
Côte d'Ivoire,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Côte d'Ivoire,Total water withdrawal (10^9 m3/year),,,,,,709,1.1,1232,1409,1549,,
Côte d'Ivoire,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,67.0,,64.94,42.58,38.43,,
Côte d'Ivoire,Industrial water withdrawal as % of total water withdrawal (%),,,,,,11.0,,21.92,19.13,20.53,,
Côte d'Ivoire,Municipal water withdrawal as % of total withdrawal (%),,,,,,22.0,,13.15,38.27,41.05,,
Côte d'Ivoire,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,709,1.1,1232,1409,1549,,
Côte d'Ivoire,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,0.8426,1307,1464,1675,1841,,
Côte d'Ivoire,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,0.5645,,0.9508,0.7131,0.7075,0.7075,
Côte d'Ivoire,SDG 6.4.2. Water Stress (%),,,,,,1242,1927,2159,2469,2714,,
Côte d'Ivoire,Total population with access to safe drinking-water (JMP) (%),,,,,,,76.3,77.3,78.5,79.8,81.2,81.9
Côte d'Ivoire,Rural population with access to safe drinking-water (JMP) (%),,,,,,,66.8,67.3,67.7,68.2,68.6,68.8
Côte d'Ivoire,Urban population with access to safe drinking-water (JMP) (%),,,,,,,90.5,91.1,91.7,92.3,92.8,93.1
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Croatia,Total population (1000 inhab),,,,,,,4733.0,4532.0,4397.0,4357.0,4287.0,4240.0
Croatia,Population density (inhab/km2),,,,,,,83.71,80.06,77.77,76.99,75.76,74.92
Croatia,GDP per capita (current US$/inhab),,,,,,,2172.0,5256.0,6113.0,13792.0,13176.0,11493.0
Croatia,Human Development Index (HDI) [highest = 1] (-),,,,,,,,,0.7491,,0.8166,0.8175
Croatia,Long-term average annual precipitation in depth (mm/year),,,,,,,1113.0,1113.0,1113.0,1113.0,1113.0,1113.0
Croatia,Surface water produced internally (10^9 m3/year),,,,,,,27.2,27.2,27.2,27.2,27.2,27.2
Croatia,Groundwater produced internally (10^9 m3/year),,,,,,,11.0,11.0,11.0,11.0,11.0,11.0
Croatia,Total internal renewable water resources per capita (m3/inhab/year),,,,,,,7965.0,8319.0,8574.0,8653.0,8794.0,8892.0
Croatia,Surface water: entering the country (total) (10^9 m3/year),,,,,,,33.47,33.47,33.47,33.47,33.47,33.47
Croatia,Surface water: leaving the country to other countries (total) (10^9 m3/year),,,,,,,39.7,39.7,39.7,39.7,39.7,39.7
Croatia,Water resources: total external renewable (10^9 m3/year),,,,,,,67.8,67.8,67.8,67.8,67.8,67.8
Croatia,Dependency ratio (%),,,,,,,64.27,64.27,64.27,64.27,64.27,64.27
Croatia,Total renewable water resources per capita (m3/inhab/year),,,,,,,22290.0,23279.0,23994.0,24214.0,24609.0,24882.0
Croatia,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Croatia,Total water withdrawal (10^9 m3/year),,,,,,,,,,,0.6693,0.6338
Croatia,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,,,,1285,
Croatia,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,,,,22.07,19.88
Croatia,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,,,,76.65,80.14
Croatia,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,,,,0.6693,0.6338
Croatia,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,,,,0.6344,0.6008
Croatia,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,,0.0056,3,0.0082,
Croatia,SDG 6.4.2. Water Stress (%),,,,,,,,,,,1033,0.9785
Croatia,Total population with access to safe drinking-water (JMP) (%),,,,,,,98.2,98.3,98.4,98.9,99.4,99.6
Croatia,Rural population with access to safe drinking-water (JMP) (%),,,,,,,96.3,96.3,96.6,97.9,99.2,99.7
Croatia,Urban population with access to safe drinking-water (JMP) (%),,,,,,,99.8,99.8,99.8,99.7,99.7,99.6
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Cuba,Total population (1000 inhab),7450.0,8264.0,9025.0,9635.0,9926.0,10269.0,10736.0,11000.0,11185.0,11284.0,11343.0,11390.0
Cuba,Population density (inhab/km2),67.8,75.2,82.13,87.68,90.33,93.45,97.7,100.1,101.8,102.7,103.2,103.7
Cuba,GDP per capita (current US$/inhab),,,901.4,1474.0,2111.0,2455.0,2057.0,2306.0,3003.0,5194.0,6448.0,6773.0
Cuba,Human Development Index (HDI) [highest = 1] (-),,,,,,,675,,0.6851,,0.7717,769
Cuba,Long-term average annual precipitation in depth (mm/year),1335.0,1335.0,1335.0,1335.0,1335.0,1335.0,1335.0,1335.0,1335.0,1335.0,1335.0,1335.0
Cuba,Surface water produced internally (10^9 m3/year),31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64
Cuba,Groundwater produced internally (10^9 m3/year),6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48
Cuba,Total internal renewable water resources per capita (m3/inhab/year),5117.0,4613.0,4224.0,3956.0,3840.0,3712.0,3551.0,3465.0,3408.0,3378.0,3361.0,3347.0
Cuba,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,Surface water: leaving the country to other countries (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,Water resources: total external renewable (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,Dependency ratio (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,Total renewable water resources per capita (m3/inhab/year),5117.0,4613.0,4224.0,3956.0,3840.0,3712.0,3551.0,3465.0,3408.0,3378.0,3361.0,3347.0
Cuba,Total exploitable water resources (10^9 m3/year),24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
Cuba,Total water withdrawal (10^9 m3/year),,,,,,,,5211,,4937,,6959
Cuba,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,51.16,,50.15,,64.94
Cuba,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,14.68,,15.41,,10.63
Cuba,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,34.16,,34.43,,24.43
Cuba,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,5211,,4937,,6959
Cuba,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,13.67,,12.95,,18.26
Cuba,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,6994,,6495,9363,11.85
Cuba,SDG 6.4.2. Water Stress (%),,,,,,,,19.19,,18.18,,25.62
Cuba,Total population with access to safe drinking-water (JMP) (%),,,,,,,,89.8,91.2,92.7,94.1,94.9
Cuba,Rural population with access to safe drinking-water (JMP) (%),,,,,,,,75.6,79.0,83.1,87.3,89.8
Cuba,Urban population with access to safe drinking-water (JMP) (%),,,,,,,94.1,94.6,95.1,95.6,96.1,96.4
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Cyprus,Total population (1000 inhab),577.7,591.3,628.0,665.5,691.7,723.4,800.7,890.7,979.9,1063.0,1129.0,1165.0
Cyprus,Population density (inhab/km2),62.45,63.92,67.89,71.95,74.78,78.21,86.56,96.29,105.9,114.9,122.1,125.9
Cyprus,GDP per capita (current US$/inhab),,,,1104.0,3122.0,5121.0,8633.0,10671.0,11578.0,22310.0,22091.0,16583.0
Cyprus,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.7334,,0.7999,,0.8515,0.8497
Cyprus,Long-term average annual precipitation in depth (mm/year),498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0
Cyprus,Surface water produced internally (10^9 m3/year),0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56
Cyprus,Groundwater produced internally (10^9 m3/year),0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
Cyprus,Total internal renewable water resources per capita (m3/inhab/year),1350.0,1319.0,1242.0,1172.0,1128.0,1078.0,974.1,875.7,796.0,733.8,690.9,669.5
Cyprus,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,Surface water: leaving the country to other countries (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,Water resources: total external renewable (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,Dependency ratio (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,Total renewable water resources per capita (m3/inhab/year),1350.0,1319.0,1242.0,1172.0,1128.0,1078.0,974.1,875.7,796.0,733.8,690.9,669.5
Cyprus,Total exploitable water resources (10^9 m3/year),0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,
Cyprus,Total water withdrawal (10^9 m3/year),,,,155,177,0.2,226,211,0.2102,0.2166,0.2558,0.2553
Cyprus,Agricultural water withdrawal as % of total water withdrawal (%),,,,83.87,79.1,77.5,73.45,73.93,76.4,66.02,66.85,65.65
Cyprus,Industrial water withdrawal as % of total water withdrawal (%),,,,0.0,0.0,0.0,2212,2.37,1665,3693,2346,
Cyprus,Municipal water withdrawal as % of total withdrawal (%),,,,16.13,20.9,22.5,24.34,23.7,21.93,30.29,30.81,32.94
Cyprus,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,155,177,0.2,223,208,0.1707,0.1641,0.2003,0.2218
Cyprus,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,19.87,22.69,25.64,28.59,26.67,21.88,21.04,25.68,28.44
Cyprus,Agricultural water withdrawal as % of total renewable water resources (%),,,,16.67,17.95,19.87,21.28,20.0,20.59,18.33,21.92,21.49
Cyprus,SDG 6.4.2. Water Stress (%),,,,26.3,30.04,33.94,37.84,35.3,28.97,27.85,33.99,37.64
Cyprus,Total population with access to safe drinking-water (JMP) (%),,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
Cyprus,Rural population with access to safe drinking-water (JMP) (%),,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
Cyprus,Urban population with access to safe drinking-water (JMP) (%),,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Czechia,Total population (1000 inhab),,,,,,,,10314.0,10225.0,10330.0,10545.0,10543.0
Czechia,Population density (inhab/km2),,,,,,,,130.8,129.6,131.0,133.7,133.7
Czechia,GDP per capita (current US$/inhab),,,,,,,,5975.0,7990.0,18296.0,19535.0,17263.0
Czechia,Human Development Index (HDI) [highest = 1] (-),,,,,,,,,821,,0.8666,0.8701
Czechia,Long-term average annual precipitation in depth (mm/year),,,,,,,,677.0,677.0,677.0,677.0,677.0
Czechia,Surface water produced internally (10^9 m3/year),,,,,,,,13.15,13.15,13.15,13.15,13.15
Czechia,Groundwater produced internally (10^9 m3/year),,,,,,,,1.43,1.43,1.43,1.43,1.43
Czechia,Total internal renewable water resources per capita (m3/inhab/year),,,,,,,,1275.0,1286.0,1273.0,1247.0,1247.0
Czechia,Surface water: entering the country (total) (10^9 m3/year),,,,,,,,0.0,0.0,0.0,0.0,0.0
Czechia,Surface water: leaving the country to other countries (total) (10^9 m3/year),,,,,,,,13.2,13.2,13.2,13.2,13.2
Czechia,Water resources: total external renewable (10^9 m3/year),,,,,,,,0.0,0.0,0.0,0.0,0.0
Czechia,Dependency ratio (%),,,,,,,,0.0,0.0,0.0,0.0,0.0
Czechia,Total renewable water resources per capita (m3/inhab/year),,,,,,,,1275.0,1286.0,1273.0,1247.0,1247.0
Czechia,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Czechia,Total water withdrawal (10^9 m3/year),,,,,,,,2493,1908,1969,1841,1.65
Czechia,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,0.8022,0.9801,1513,2347,2667
Czechia,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,60.73,,,,
Czechia,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,38.45,,,,
Czechia,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,2493,1908,1969,1841,1.65
Czechia,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,18.96,14.51,14.97,14.0,12.55
Czechia,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,0.1521,0.1422,0.2266,0.3285,0.3346
Czechia,SDG 6.4.2. Water Stress (%),,,,,,,,36.25,27.74,28.63,26.77,23.99
Czechia,Total population with access to safe drinking-water (JMP) (%),,,,,,,,99.8,99.8,99.9,100.0,100.0
Czechia,Rural population with access to safe drinking-water (JMP) (%),,,,,,,,99.6,99.6,99.8,100.0,100.0
Czechia,Urban population with access to safe drinking-water (JMP) (%),,,,,,,,99.9,99.9,99.9,100.0,100.0
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Democratic People's Republic of Korea,Total population (1000 inhab),11872.0,13222.0,15215.0,16759.0,17899.0,19335.0,20838.0,22241.0,23248.0,24112.0,24763.0,25155.0
Democratic People's Republic of Korea,Population density (inhab/km2),98.49,109.7,126.2,139.0,148.5,160.4,172.9,184.5,192.9,200.0,205.4,208.7
Democratic People's Republic of Korea,GDP per capita (current US$/inhab),,,,,,,,,,,,
Democratic People's Republic of Korea,Human Development Index (HDI) [highest = 1] (-),,,,,,,,,,,,
Democratic People's Republic of Korea,Long-term average annual precipitation in depth (mm/year),1054.0,1054.0,1054.0,1054.0,1054.0,1054.0,1054.0,1054.0,1054.0,1054.0,1054.0,1054.0
Democratic People's Republic of Korea,Surface water produced internally (10^9 m3/year),66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
Democratic People's Republic of Korea,Groundwater produced internally (10^9 m3/year),13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
Democratic People's Republic of Korea,Total internal renewable water resources per capita (m3/inhab/year),5644.0,5067.0,4404.0,3998.0,3743.0,3465.0,3215.0,3012.0,2882.0,2779.0,2706.0,2663.0
Democratic People's Republic of Korea,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Democratic People's Republic of Korea,Surface water: leaving the country to other countries (total) (10^9 m3/year),4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85
Democratic People's Republic of Korea,Water resources: total external renewable (10^9 m3/year),10.15,10.15,10.15,10.15,10.15,10.15,10.15,10.15,10.15,10.15,10.15,10.15
Democratic People's Republic of Korea,Dependency ratio (%),13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16
Democratic People's Republic of Korea,Total renewable water resources per capita (m3/inhab/year),6498.0,5835.0,5071.0,4603.0,4310.0,3990.0,3702.0,3469.0,3319.0,3200.0,3116.0,3067.0
Democratic People's Republic of Korea,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Democratic People's Republic of Korea,Total water withdrawal (10^9 m3/year),,,,,,,,,,8658,,
Democratic People's Republic of Korea,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,,,76.35,,
Democratic People's Republic of Korea,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,,,13.22,,
Democratic People's Republic of Korea,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,,,10.43,,
Democratic People's Republic of Korea,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,,,8658,,
Democratic People's Republic of Korea,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,,,11.22,,
Democratic People's Republic of Korea,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,8568,,8568,,
Democratic People's Republic of Korea,SDG 6.4.2. Water Stress (%),,,,,,,,,,15.93,,
Democratic People's Republic of Korea,Total population with access to safe drinking-water (JMP) (%),,,,,,,100.0,99.9,99.9,99.8,99.7,99.7
Democratic People's Republic of Korea,Rural population with access to safe drinking-water (JMP) (%),,,,,,,100.0,99.9,99.7,99.6,99.4,99.4
Democratic People's Republic of Korea,Urban population with access to safe drinking-water (JMP) (%),,,,,,,99.9,99.9,99.9,99.9,99.9,99.9
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Democratic Republic of the Congo,Total population (1000 inhab),16041.0,18378.0,21121.0,24243.0,27741.0,31722.0,37784.0,44558.0,50971.0,59835.0,70291.0,77267.0
Democratic Republic of the Congo,Population density (inhab/km2),6841,7838,9007,10.34,11.83,13.53,16.11,19.0,21.74,25.52,29.98,32.95
Democratic Republic of the Congo,GDP per capita (current US$/inhab),0.0,0.0,0.0,0.0,0.0,0.0,217.7,136.7,171.2,273.5,390.7,456.1
Democratic Republic of the Congo,Human Development Index (HDI) [highest = 1] (-),,,,,,,355,,0.3286,,0.4234,0.4331
Democratic Republic of the Congo,Long-term average annual precipitation in depth (mm/year),1543.0,1543.0,1543.0,1543.0,1543.0,1543.0,1543.0,1543.0,1543.0,1543.0,1543.0,1543.0
Democratic Republic of the Congo,Surface water produced internally (10^9 m3/year),899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0
Democratic Republic of the Congo,Groundwater produced internally (10^9 m3/year),421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0
Democratic Republic of the Congo,Total internal renewable water resources per capita (m3/inhab/year),56106.0,48972.0,42612.0,37124.0,32443.0,28371.0,23820.0,20198.0,17657.0,15041.0,12804.0,11648.0
Democratic Republic of the Congo,Surface water: entering the country (total) (10^9 m3/year),383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0
Democratic Republic of the Congo,Surface water: leaving the country to other countries (total) (10^9 m3/year),3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301
Democratic Republic of the Congo,Water resources: total external renewable (10^9 m3/year),383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0
Democratic Republic of the Congo,Dependency ratio (%),29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85
Democratic Republic of the Congo,Total renewable water resources per capita (m3/inhab/year),79983.0,69812.0,60745.0,52922.0,46249.0,40445.0,33956.0,28794.0,25171.0,21442.0,18253.0,16605.0
Democratic Republic of the Congo,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Democratic Republic of the Congo,Total water withdrawal (10^9 m3/year),,,,,,,,,0.5841,0.6836,,
Democratic Republic of the Congo,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,,12.31,10.52,,
Democratic Republic of the Congo,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,,21.04,21.47,,
Democratic Republic of the Congo,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,,66.65,68.01,,
Democratic Republic of the Congo,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,,0.5841,0.6836,,
Democratic Republic of the Congo,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,,0.0455,0.0533,,
Democratic Republic of the Congo,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,0.0065,0.0056,0.0056,,
Democratic Republic of the Congo,SDG 6.4.2. Water Stress (%),,,,,,,,,0.0773,0.0904,,
Democratic Republic of the Congo,Total population with access to safe drinking-water (JMP) (%),,,,,,,44.2,46.0,47.9,49.7,51.4,52.4
Democratic Republic of the Congo,Rural population with access to safe drinking-water (JMP) (%),,,,,,,24.7,25.9,27.4,28.8,30.3,31.2
